fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,Id
10,1,1,14,0,48,82,1,3,1,9,5,1476
5,0,0,2,0,16,89,1,4,1,14,7,1477
7,1,0,6,0,3,14,1,3,1,10,3,1478
8,0,1,3,0,10,22,1,3,1,11,5,1479
6,1,0,2,0,6,13,1,4,1,10,4,1480
8,0,1,3,0,10,22,1,3,1,11,5,1481
8,0,0,2,0,6,12,1,3,1,11,5,1483
7,1,0,2,0,8,25,1,3,1,10,5,1485
7,1,0,2,0,9,23,1,3,1,10,5,1486
6,1,0,2,0,9,17,1,4,1,11,5,1487
6,1,0,2,0,5,13,1,4,1,11,5,1488
7,0,0,2,0,8,18,1,3,1,12,6,1490
6,1,0,2,0,6,18,1,4,1,12,5,1492
8,1,0,2,0,23,147,1,3,1,10,5,1493
6,0,0,1,0,15,28,1,3,1,10,7,1494
7,0,0,2,0,15,28,1,3,1,11,6,1495
7,1,0,2,0,7,16,1,3,1,12,6,1497
7,1,0,2,0,7,16,1,3,1,12,6,1499
8,1,0,4,0,21,64,1,3,1,9,5,1501
6,0,0,3,0,6,14,1,4,1,11,6,1503
8,0,1,2,0,5,12,1,3,1,11,6,1504
7,1,0,2,0,6,12,1,4,1,10,3,1505
7,1,0,2,0,6,14,1,4,1,11,6,1506
8,0,1,2,0,5,12,1,3,1,11,6,1507
7,0,1,2,0,17,25,1,3,1,11,6,1508
8,0,0,2,0,7,20,1,3,1,11,5,1509
6,0,0,2,0,26,48,1,3,1,10,6,1510
7,1,0,2,0,19,27,1,3,1,10,5,1511
7,1,0,4,0,16,65,1,4,1,9,6,1514
7,1,0,4,0,16,65,1,4,1,9,6,1515
7,1,0,2,0,29,44,1,3,1,10,6,1517
7,0,0,2,0,7,20,1,3,1,11,5,1518
7,1,0,3,0,14,27,1,3,1,10,5,1519
6,0,0,2,0,23,58,1,3,1,11,5,1522
7,0,0,2,0,29,61,1,3,1,10,5,1523
7,0,0,2,0,18,34,1,3,1,10,5,1525
7,0,0,2,0,18,38,1,3,1,10,6,1526
8,0,0,2,0,21,59,1,3,1,10,6,1528
7,1,0,2,0,42,52,1,3,1,10,6,1529
7,0,0,2,0,9,18,1,3,1,11,6,1530
6,1,0,3,0,13,28,1,4,1,10,5,1531
7,1,0,2,0,18,22,1,3,1,10,6,1532
8,0,0,2,0,32,84,1,3,1,9,5,1533
7,1,0,2,0,13,29,1,3,1,12,7,1534
7,1,0,2,0,15,35,1,3,1,10,6,1535
6,1,0,3,0,15,26,1,4,1,12,5,1538
6,1,0,4,0,11,32,1,4,1,12,6,1540
8,0,0,2,0,12,19,1,3,1,11,7,1544
7,1,0,2,0,16,28,1,3,1,10,6,1545
7,1,0,2,0,17,26,1,3,1,10,5,1546
11,0,1,2,0,19,50,1,3,1,10,5,1548
7,0,0,2,0,17,24,1,3,1,11,8,1549
7,1,0,2,0,18,27,1,3,1,9,5,1551
6,1,0,4,0,32,54,1,4,1,11,6,1552
7,1,0,2,0,18,28,1,3,1,9,5,1553
7,1,0,2,0,15,24,1,3,1,11,7,1555
7,1,0,2,0,12,20,1,4,1,10,5,1556
7,1,0,2,0,15,23,1,4,1,11,6,1557
7,1,0,7,0,66,115,1,3,1,10,5,1558
8,1,0,2,0,31,131,1,3,1,10,5,1559
8,1,0,2,0,31,131,1,3,1,10,5,1560
8,1,0,2,0,31,131,1,3,1,10,5,1561
7,1,0,2,0,12,20,1,3,1,10,5,1562
7,1,0,2,0,12,20,1,3,1,10,5,1563
7,1,0,2,0,26,42,1,3,1,11,6,1565
7,0,1,2,0,24,52,1,3,1,11,6,1566
7,1,0,2,0,12,20,1,3,1,10,5,1567
7,1,0,2,0,25,42,1,3,1,9,5,1568
6,1,0,2,0,15,34,1,3,1,12,6,1569
6,0,1,2,0,19,35,1,3,1,12,6,1570
6,0,0,2,0,15,25,1,3,1,11,6,1571
7,1,0,2,0,35,104,1,3,1,10,5,1572
6,1,0,2,0,15,50,1,4,1,13,6,1573
8,1,0,2,0,12,20,1,3,1,12,6,1575
8,0,1,2,0,16,29,1,3,1,11,6,1576
6,1,0,5,0,13,27,1,4,1,12,6,1577
7,1,0,2,0,13,20,1,3,1,11,6,1578
7,0,0,2,0,9,26,1,3,1,12,6,1580
6,1,0,3,0,13,27,1,4,1,12,5,1582
6,0,0,2,0,32,98,1,3,1,10,5,1583
7,0,0,2,0,24,34,1,3,1,12,7,1584
8,0,0,2,0,34,60,1,3,1,11,6,1586
6,1,0,2,0,18,28,1,4,1,11,6,1587
6,1,0,2,0,26,35,1,3,1,12,6,1590
5,1,0,2,0,16,26,1,4,1,12,6,1591
6,1,0,2,0,29,40,1,3,1,11,6,1592
7,1,0,2,0,28,38,1,3,1,10,6,1593
6,1,0,2,0,32,44,1,3,1,11,5,1594
6,1,0,2,0,39,51,1,4,1,11,6,1595
6,1,0,2,0,32,44,1,4,1,10,5,1597
